v8-version,5,8,283,41,0
code-creation,Function,0,0x205fd2b98ee0,484,"InnerArrayJoin native array.js:275:24",0x2ae07400d688,~
code-creation,LazyCompile,0,0x205fd2b98ee0,484,"InnerArrayJoin native array.js:275:24",0x2ae07400d688,~
CompareIC,0x205fd2b98fba,1,1,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
code-creation,Function,19,0x2111ea7823b8,216,"Join native array.js:121:14",0x2ae07400d010,~
code-creation,LazyCompile,19,0x2111ea7823b8,216,"Join native array.js:121:14",0x2ae07400d010,~
code-creation,Function,0,0x205fd2b990e0,600,"StackHas native array.js:87:18",0x2ae07400cea0,~
code-creation,LazyCompile,0,0x205fd2b990e0,600,"StackHas native array.js:87:18",0x2ae07400cea0,~
LoadIC,0x205fd2b99187,1,1,0,.,0x2708df403cd1,length,,
LoadIC,0x205fd2b991af,1,1,0,.,0x2708df403cd1,values,,
CompareIC,0x205fd2b992ed,1,1,0x205fd2a2c561,LT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
PatchIC,0x205fd2b992e9,0x205fd2b992ed,21,
code-creation,Function,0,0x205fd2b99340,356,"StackPush native array.js:81:19",0x2ae07400cd30,~
code-creation,LazyCompile,0,0x205fd2b99340,356,"StackPush native array.js:81:19",0x2ae07400cd30,~
LoadIC,0x205fd2b993e0,1,1,0,.,0x2708df403cd1,values,,
LoadIC,0x205fd2b99407,1,1,0,.,0x2708df403cd1,length,,
BinaryOpIC,0x205fd2b9942b,1,1,0x205fd2a31be1,(ADD:None*None->None),(ADD:Smi*Smi->Smi),
StoreIC,0x205fd2b99446,1,1,0,.,0x2708df403cd1,length,,
KeyedStoreIC,0x205fd2b9945f,1,1,0,1,0x2708df403c21,0,.GROW,
code-creation,Function,0,0x205fd2b994c0,1224,"DoJoin native array.js:96:16",0x2ae07400cf58,~
code-creation,LazyCompile,0,0x205fd2b994c0,1224,"DoJoin native array.js:96:16",0x2ae07400cf58,~
code-creation,Function,0,0x205fd2b999a0,548,"UseSparseVariant native array.js:63:26",0x2ae07400cb58,~
code-creation,LazyCompile,0,0x205fd2b999a0,548,"UseSparseVariant native array.js:63:26",0x2ae07400cb58,~
ToBooleanIC,0x205fd2b99a2f,1,1,0x205fd2a0ae21,None,Boolean,
CompareIC,0x205fd2b99a4c,1,1,0x205fd2a2c561,LT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
ToBooleanIC,0x205fd2b99581,1,1,0x205fd2a0ae21,None,Boolean,
CompareIC,0x205fd2b9972c,1,1,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
CompareIC,0x205fd2b998cc,1,1,0x205fd2a2c561,LT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
PatchIC,0x205fd2b998c8,0x205fd2b998cc,21,
KeyedLoadIC,0x205fd2b99806,1,1,0,1,0x2708df404041,0,,
code-creation,Function,0,0x205fd2b99be0,356,"ConvertToString native array.js:134:25",0x2ae07400d0c8,~
code-creation,LazyCompile,0,0x205fd2b99be0,356,"ConvertToString native array.js:134:25",0x2ae07400d0c8,~
ToBooleanIC,0x205fd2b99cd1,1,1,0x205fd2a0ae21,None,Boolean,
KeyedStoreIC,0x205fd2b99838,1,1,0,1,0x2708df403c21,0,,
BinaryOpIC,0x205fd2b99873,1,1,0x205fd2a31be1,(ADD:None*None->None),(ADD:Smi*Smi->Smi),
PatchIC,0x205fd2b9986f,0x205fd2b99873,49,
CompareIC,0x205fd2b998fb,1,1,0x205fd2b87a81,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,INTERNALIZED_STRING,INTERNALIZED_STRING,INTERNALIZED_STRING
code-creation,Function,0,0x205fd2b99d60,356,"StackPop native array.js:84:18",0x2ae07400cde8,~
code-creation,LazyCompile,0,0x205fd2b99d60,356,"StackPop native array.js:84:18",0x2ae07400cde8,~
LoadIC,0x205fd2b99e00,1,1,0,.,0x2708df403cd1,values,,
LoadIC,0x205fd2b99e25,1,1,0,.,0x2708df403cd1,length,,
BinaryOpIC,0x205fd2b99e44,1,1,0x205fd2a412a1,(SUB:None*None->None),(SUB:Smi*Smi->Smi),
StoreIC,0x205fd2b99e5f,1,1,0,.,0x2708df403cd1,length,,
KeyedStoreIC,0x205fd2b99e7f,1,1,0,1,0x2708df403c21,0,,
LoadIC,0x205fd2b986d8,120,7,0,.,0x395334c03179,replace,,
LoadIC,0x205fd2b98755,121,7,0,.,0x395334c03179,replace,,
LoadGlobalIC,0x205fd2b987d2,123,3,0,1,0x2708df40ab81,process,,
LoadGlobalIC,0x205fd2b987f0,123,20,0,1,0x2708df40ab81,JSON,,
LoadIC,0x205fd2b98812,123,24,0,.,0x2708df406039,parse,,
code-creation,Function,0,0x205fd2b99ee0,324," internal/process.js:123:47",0x2bfd2eb7f7d0,~
code-creation,LazyCompile,0,0x205fd2b99ee0,324," internal/process.js:123:47",0x2bfd2eb7f7d0,~
code-creation,Stub,17,0x205fd2b9a040,666,"CompareICStub"
CompareIC,0x205fd2b99f73,124,15,0x205fd2b9a041,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,RECEIVER,INTERNALIZED_STRING,GENERIC
CompareIC,0x205fd2b99fde,125,15,0x205fd2b9a041,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,RECEIVER,INTERNALIZED_STRING,GENERIC
StoreIC,0x205fd2b9887d,123,18,0,.,0x2708df412c11,config,,
LoadIC,0x205fd2b988bc,128,32,0,.,0x2708df412c11,binding,,
LoadGlobalIC,0x205fd2b98942,129,14,0,1,0x2708df40ab81,Intl,,
LoadGlobalIC,0x205fd2b98990,129,38,0,1,0x2708df40ab81,Intl,,
LoadIC,0x205fd2b989b2,129,42,0,.,0x2708df4059b1,hasOwnProperty,,
ToBooleanIC,0x205fd2b989eb,129,43,0x205fd2a0ae21,None,Boolean,
LoadIC,0x205fd2b98a65,130,36,0,.,0x2708df4059b1,v8BreakIterator,,
LoadGlobalIC,0x205fd2b98abb,131,17,0,1,0x2708df40ab81,Object,,
LoadIC,0x205fd2b98add,131,23,0,.,0x2708df402309,getOwnPropertyDescriptor,,
LoadIC,0x205fd2b98b8a,132,41,0,.,0x2708df41f791,deprecate,,
LoadIC,0x205fd2b91109,57,9,N,N,0x2708df4266f1,prototype,,
code-creation,Handler,4,0x205fd2b9a2e0,200,"prototype"
StoreIC,0x205fd2b91163,61,26,N,N,0x2708df426699,prototype,,
StoreIC,0x205fd2b98c19,132,15,0,.,0x2708df4079a9,value,,
LoadIC,0x205fd2b98c58,141,11,0,.,0x2708df402309,defineProperty,,
LoadIC,0x205fd2b85a8a,42,17,0,.,0x2708df4122c9,require,,
KeyedLoadIC,0x205fd2b87c22,512,31,N,N,0x2708df424e31,internal/process/warning,,
KeyedStoreIC,0x205fd2b88285,572,34,N,N,0x2708df424e31,internal/process/warning,,
code-creation,Function,0,0x205fd2b9a3c0,1660," internal/process/warning.js:1:11",0x2111ea7a4be0,~
code-creation,Function,0,0x205fd2b9aa40,260," internal/process/warning.js:1:1",0x2111ea7a4958,~
code-creation,Script,0,0x205fd2b9aa40,260,"internal/process/warning.js",0x2111ea7a4958,~
LoadGlobalIC,0x205fd2b9a7df,3,16,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2b9a801,3,23,0,.,0x2708df412c11,binding,,
LoadIC,0x205fd2b9a8b3,4,27,0,.,0x2708df412c11,release,,
LoadIC,0x205fd2b9a8d3,4,35,0,.,0x2708df40d5c9,name,,
code-creation,Stub,16,0x205fd2b9ab60,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
BinaryOpIC,0x205fd2b9a8e6,4,16,0x205fd2b9ab61,(ADD:None*None->None),(ADD_CreateAllocationMementos:String*String->String),0x2111ea7a5a39
code-creation,Stub,16,0x205fd2b9abe0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
BinaryOpIC,0x205fd2b9a8f8,4,35,0x205fd2b9abe1,(ADD:None*None->None),(ADD_CreateAllocationMementos:String*String->String),0x2111ea7a5a71
LoadIC,0x205fd2b9a933,4,51,0,.,0x2708df412c11,pid,,
code-creation,Stub,16,0x205fd2b9ac60,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
BinaryOpIC,0x205fd2b9a946,4,35,0x205fd2b9ac61,(ADD:None*None->None),(ADD_CreateAllocationMementos:String*String->String),0x2111ea7a5ac9
code-creation,Stub,16,0x205fd2b9ace0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
BinaryOpIC,0x205fd2b9a958,4,51,0x205fd2b9ace1,(ADD:None*None->None),(ADD_CreateAllocationMementos:String*String->String),0x2111ea7a5b01
StoreIC,0x205fd2b9a9b3,6,15,0,.,0x2708df4031d1,setup,,
LoadIC,0x205fd2b85adb,42,53,0,.,0x2708df426851,setup,,
code-creation,Function,0,0x205fd2b9ad60,668,"setupProcessWarnings internal/process/warning.js:85:30",0x2111ea7a54e0,~
code-creation,LazyCompile,0,0x205fd2b9ad60,668,"setupProcessWarnings internal/process/warning.js:85:30",0x2111ea7a54e0,~
LoadGlobalIC,0x205fd2b9adf9,86,8,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2b9ae19,86,15,0,.,0x2708df412c11,noProcessWarnings,,
ToBooleanIC,0x205fd2b9ae22,86,15,0x205fd2a565e1,None,Undefined,
LoadIC,0x205fd2b9ae65,86,44,0,.,0x2708df412c11,env,,
LoadIC,0x205fd2b9ae85,86,48,0,.,0x2708df40d6d1,NODE_NO_WARNINGS,,
code-creation,Stub,17,0x205fd2b9b000,666,"CompareICStub"
CompareIC,0x205fd2b9ae9a,86,66,0x205fd2b9b001,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,GENERIC,INTERNALIZED_STRING,GENERIC
LoadIC,0x205fd2b9aef0,87,12,0,.,0x2708df412c11,on,,
code-creation,Function,0,0x205fd2b9b2a0,268,"addListener events.js:297:58",0x2bfd2eb413d0,~
code-creation,LazyCompile,0,0x205fd2b9b2a0,268,"addListener events.js:297:58",0x2bfd2eb413d0,~
code-creation,Function,0,0x205fd2b9b3c0,2444,"_addListener events.js:232:22",0x2bfd2eb40900,~
code-creation,LazyCompile,0,0x205fd2b9b3c0,2444,"_addListener events.js:232:22",0x2bfd2eb40900,~
LoadIC,0x205fd2b9b501,240,18,0,.,0x2708df412c11,_events,,
ToBooleanIC,0x205fd2b9b512,241,8,0x205fd2a16d01,None,Receiver,
LoadIC,0x205fd2b9b5f8,247,15,0,.,0x2708df410069,newListener,,
ToBooleanIC,0x205fd2b9b601,247,15,0x205fd2a565e1,None,Undefined,
KeyedLoadIC,0x205fd2b9b704,255,22,0,.,0x2708df410069,warning,,
ToBooleanIC,0x205fd2b9b715,258,8,0x205fd2a565e1,None,Undefined,
KeyedStoreIC,0x205fd2b9b73a,260,29,0,.,0x2708df410069,warning,,
LoadIC,0x205fd2b9b762,261,13,0,.,0x2708df412c11,_eventsCount,,
BinaryOpIC,0x205fd2b9b781,261,14,0x205fd2a31be1,(ADD:None*None->None),(ADD:Smi*Smi->Smi),
StoreIC,0x205fd2b9b79c,261,14,0,.,0x2708df412c11,_eventsCount,,
StoreIC,0x205fd2b9afb6,114,23,0,.,0x2708df412c11,emitWarning,,
LoadIC,0x205fd2b85b27,43,17,0,.,0x2708df4122c9,require,,
KeyedLoadIC,0x205fd2b87c22,512,31,N,N,0x2708df4267f9,internal/process/next_tick,,
KeyedStoreIC,0x205fd2b88285,572,34,N,N,0x2708df4267f9,internal/process/next_tick,,
code-creation,Function,0,0x205fd2b9bd60,428," internal/process/next_tick.js:1:11",0x2111ea7a6ef8,~
code-creation,Function,0,0x205fd2b9bf20,260," internal/process/next_tick.js:1:1",0x2111ea7a6d50,~
code-creation,Script,0,0x205fd2b9bf20,260,"internal/process/next_tick.js",0x2111ea7a6d50,~
StoreIC,0x205fd2b9be9d,9,15,0,.,0x2708df4031d1,setup,,
StoreIC,0x205fd2b9becb,11,18,0,.,0x2708df426959,nextTick,,
LoadIC,0x205fd2b85b78,43,55,0,.,0x2708df4269b1,setup,,
code-creation,Function,0,0x205fd2b9c040,4980,"setupNextTick internal/process/next_tick.js:13:23",0x2111ea7a6fd8,~
code-creation,LazyCompile,0,0x205fd2b9c040,4980,"setupNextTick internal/process/next_tick.js:13:23",0x2111ea7a6fd8,~
LoadGlobalIC,0x205fd2b9c511,14,22,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2b9c533,14,29,0,.,0x2708df412c11,binding,,
KeyedLoadIC,0x205fd2b87c22,512,31,N,N,0x2708df426901,internal/process/promises,,
KeyedStoreIC,0x205fd2b88285,572,34,N,N,0x2708df426901,internal/process/promises,,
code-creation,Function,0,0x205fd2b9d3c0,940," internal/process/promises.js:1:11",0x2111ea7a8bf0,~
code-creation,Function,0,0x205fd2b9d780,260," internal/process/promises.js:1:1",0x2111ea7a8a08,~
code-creation,Script,0,0x205fd2b9d780,260,"internal/process/promises.js",0x2111ea7a8a08,~
LoadGlobalIC,0x205fd2b9d515,3,28,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2b9d535,3,35,0,.,0x2708df412c11,_promiseRejectEvent,,
LoadGlobalIC,0x205fd2b9d58b,4,37,0,1,0x2708df40ab81,WeakMap,,
code-creation,Function,19,0x2111ea7a9438,440,"WeakMap native weak-collection.js:15:28",0x2ae07401a6e0,~
code-creation,LazyCompile,19,0x2111ea7a9438,440,"WeakMap native weak-collection.js:15:28",0x2ae07401a6e0,~
StoreIC,0x205fd2b9d728,9,15,0,.,0x2708df4031d1,setup,,
LoadIC,0x205fd2b9c665,18,50,0,.,0x2708df426959,setup,,
code-creation,Function,0,0x205fd2b9d8a0,788,"setupPromises internal/process/promises.js:16:23",0x2111ea7a8da0,~
code-creation,LazyCompile,0,0x205fd2b9d8a0,788,"setupPromises internal/process/promises.js:16:23",0x2111ea7a8da0,~
LoadGlobalIC,0x205fd2b9dab7,17,3,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2b9dad9,17,10,0,.,0x2708df412c11,_setupPromises,,
LoadIC,0x205fd2b9c6ef,19,36,0,.,0x2708df424281,initTriggerId,,
LoadIC,0x205fd2b9c7ce,21,11,0,.,0x2708df413fa9,async_hook_fields,,
LoadIC,0x205fd2b9c82b,21,30,0,.,0x2708df413fa9,async_uid_fields,,
LoadIC,0x205fd2b9c90a,23,11,0,.,0x2708df413fa9,pushAsyncIds,,
LoadIC,0x205fd2b9c967,23,25,0,.,0x2708df413fa9,popAsyncIds,,
LoadIC,0x205fd2b9ca46,25,11,0,.,0x2708df424281,emitInit,,
LoadIC,0x205fd2b9caa3,25,21,0,.,0x2708df424281,emitBefore,,
LoadIC,0x205fd2b9cb00,25,33,0,.,0x2708df424281,emitAfter,,
LoadIC,0x205fd2b9cb5d,25,44,0,.,0x2708df424281,emitDestroy,,
LoadIC,0x205fd2b9cbba,28,17,0,.,0x2708df413fa9,constants,,
LoadIC,0x205fd2b9cc5c,27,11,0,.,0x2708df413501,kInit,,
LoadIC,0x205fd2b9ccbf,27,18,0,.,0x2708df413501,kBefore,,
LoadIC,0x205fd2b9cd22,27,27,0,.,0x2708df413501,kAfter,,
LoadIC,0x205fd2b9cd85,27,35,0,.,0x2708df413501,kDestroy,,
LoadIC,0x205fd2b9cde8,27,45,0,.,0x2708df413501,kAsyncUidCntr,,
LoadIC,0x205fd2b9ce4b,27,60,0,.,0x2708df413501,kInitTriggerId,,
LoadIC,0x205fd2b9cf30,29,11,0,.,0x2708df413fa9,async_id_symbol,,
LoadIC,0x205fd2b9cf93,29,28,0,.,0x2708df413fa9,trigger_id_symbol,,
StoreIC,0x205fd2b9d1af,40,20,0,.,0x2708df412c11,nextTick,,
StoreIC,0x205fd2b9d1ef,42,25,0,.,0x2708df412c11,_tickCallback,,
StoreIC,0x205fd2b9d22f,43,31,0,.,0x2708df412c11,_tickDomainCallback,,
StoreIC,0x205fd2b9d258,46,20,0,.,0x2708df4269b1,nextTick,,
LoadIC,0x205fd2b9d297,51,27,0,.,0x2708df412c11,_setupNextTick,,
LoadIC,0x205fd2b9d330,53,34,0,.,0x2708df426b11,runMicrotasks,,
LoadIC,0x205fd2b85bc4,44,17,0,.,0x2708df4122c9,require,,
KeyedLoadIC,0x205fd2b87c22,512,31,N,N,0x2708df426a09,internal/process/stdio,,
KeyedStoreIC,0x205fd2b88285,572,34,N,N,0x2708df426a09,internal/process/stdio,,
code-creation,Function,0,0x205fd2b9dbc0,452," internal/process/stdio.js:1:11",0x2111ea7aa7d8,~
code-creation,Function,0,0x205fd2b9dda0,260," internal/process/stdio.js:1:1",0x2111ea7aa620,~
code-creation,Script,0,0x205fd2b9dda0,260,"internal/process/stdio.js",0x2111ea7aa620,~
StoreIC,0x205fd2b9dd43,3,15,0,.,0x2708df4031d1,setup,,
LoadIC,0x205fd2b85c15,44,51,0,.,0x2708df426959,setup,,
code-creation,Function,0,0x205fd2b9dec0,1132,"setupStdio internal/process/stdio.js:13:20",0x2111ea7aa988,~
code-creation,LazyCompile,0,0x205fd2b9dec0,1132,"setupStdio internal/process/stdio.js:13:20",0x2111ea7aa988,~
LoadGlobalIC,0x205fd2b9dfec,127,3,0,1,0x2708df40ab81,Object,,
LoadIC,0x205fd2b9e00e,127,9,0,.,0x2708df402309,defineProperty,,
LoadGlobalIC,0x205fd2b9e033,127,25,0,1,0x2708df40ab81,process,,
StoreIC,0x205fd2b9e097,130,10,0,.,0x2708df414791,get,,
LoadIC,0x205fd2b9e0f2,133,9,0,.,0x2708df402309,defineProperty,,
StoreIC,0x205fd2b9e17b,136,10,0,.,0x2708df414791,get,,
LoadIC,0x205fd2b9e1d6,139,9,0,.,0x2708df402309,defineProperty,,
StoreIC,0x205fd2b9e25f,142,10,0,.,0x2708df414791,get,,
StoreIC,0x205fd2b9e2eb,145,21,0,.,0x2708df412c11,openStdin,,
LoadIC,0x205fd2b85c5a,45,13,0,.,0x2708df425149,setupKillAndExit,,
code-creation,Function,0,0x205fd2b9e340,412,"setupKillAndExit internal/process.js:146:26",0x2bfd2eb7d6c8,~
code-creation,LazyCompile,0,0x205fd2b9e340,412,"setupKillAndExit internal/process.js:146:26",0x2bfd2eb7d6c8,~
LoadGlobalIC,0x205fd2b9e3d9,148,3,0,1,0x2708df40ab81,process,,
StoreIC,0x205fd2b9e42c,148,16,0,.,0x2708df412c11,exit,,
StoreIC,0x205fd2b9e49c,159,16,0,.,0x2708df412c11,kill,,
LoadIC,0x205fd2b85c9f,46,13,0,.,0x2708df425149,setupSignalHandlers,,
code-creation,Function,0,0x205fd2b9e4e0,692,"setupSignalHandlers internal/process.js:189:29",0x2bfd2eb7d798,~
code-creation,LazyCompile,0,0x205fd2b9e4e0,692,"setupSignalHandlers internal/process.js:189:29",0x2bfd2eb7d798,~
LoadGlobalIC,0x205fd2b9e644,199,3,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2b9e666,199,10,0,.,0x2708df412c11,on,,
LoadIC,0x205fd2b9b501,240,18,.,1,0x2708df412c11,_events,,
LoadIC,0x205fd2b9b5f8,247,15,.,1,0x2708df4268a9,newListener,,
KeyedLoadIC,0x205fd2b9b704,255,22,.,1,0x2708df4268a9,newListener,,
KeyedStoreIC,0x205fd2b9b73a,260,29,.,1,0x2708df4268a9,newListener,,
LoadIC,0x205fd2b9b762,261,13,.,1,0x2708df412c11,_eventsCount,,
StoreIC,0x205fd2b9b79c,261,14,.,1,0x2708df412c11,_eventsCount,,
LoadIC,0x205fd2b9e6fb,221,10,0,.,0x2708df412c11,on,,
LoadIC,0x205fd2b9b5f8,247,15,1,P,0x2708df426bc1,newListener,,
ToBooleanIC,0x205fd2b9b601,247,15,0x205fd2b90c81,Undefined,Undefined|Receiver,
LoadIC,0x205fd2b9b62b,248,13,0,.,0x2708df412c11,emit,,
LoadIC,0x205fd2b9b666,249,27,0,.,0x2708df408349,listener,,
ToBooleanIC,0x205fd2b9b66f,249,27,0x205fd2a565e1,None,Undefined,
code-creation,Function,0,0x205fd2b9e7a0,2976,"emit events.js:155:44",0x2bfd2eb41300,~
code-creation,LazyCompile,0,0x205fd2b9e7a0,2976,"emit events.js:155:44",0x2bfd2eb41300,~
CompareIC,0x205fd2b9e868,158,23,0x205fd2b87a81,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,INTERNALIZED_STRING,INTERNALIZED_STRING,INTERNALIZED_STRING
LoadIC,0x205fd2b9e8ac,160,16,0,.,0x2708df412c11,_events,,
ToBooleanIC,0x205fd2b9e8bd,161,7,0x205fd2a16d01,None,Receiver,
ToBooleanIC,0x205fd2b9e8d1,162,16,0x205fd2a0ae21,None,Boolean,
LoadIC,0x205fd2b9e9ae,166,16,0,.,0x2708df412c11,domain,,
ToBooleanIC,0x205fd2b9e9bf,169,7,0x205fd2a0ae21,None,Boolean,
KeyedLoadIC,0x205fd2b9ed1f,192,19,0,.,0x2708df426bc1,newListener,,
ToBooleanIC,0x205fd2b9ed30,194,8,0x205fd2a16d01,None,Receiver,
code-creation,Stub,18,0x205fd2b9f340,188,"ToBooleanICStubNull"
ToBooleanIC,0x205fd2b9ed52,197,7,0x205fd2b9f341,None,Null,
LoadIC,0x205fd2b9ee4a,203,18,0,.,0x2708df408241,length,,
CompareIC,0x205fd2b9ee70,206,11,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
CompareIC,0x205fd2b9eeab,209,11,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
CompareIC,0x205fd2b9eee6,212,11,0x205fd2b8f841,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
KeyedLoadIC,0x205fd2b9f016,213,45,0,1,0x2708df408241,1,,
KeyedLoadIC,0x205fd2b9f03b,213,59,0,1,0x2708df408241,2,,
code-creation,Function,0,0x205fd2b9f400,696,"emitTwo events.js:123:17",0x2bfd2eb40690,~
code-creation,LazyCompile,0,0x205fd2b9f400,696,"emitTwo events.js:123:17",0x2bfd2eb40690,~
ToBooleanIC,0x205fd2b9f490,124,7,0x205fd2a0ae21,None,Boolean,
LoadIC,0x205fd2b9f4ba,125,12,0,.,0x2708df408349,call,,
code-creation,Function,0,0x205fd2b9f6c0,1284," internal/process.js:199:37",0x2111ea7abc90,~
code-creation,LazyCompile,0,0x205fd2b9f6c0,1284," internal/process.js:199:37",0x2111ea7abc90,~
code-creation,Function,0,0x205fd2b9fbe0,372,"isSignal internal/process.js:194:20",0x2111ea7abbc0,~
code-creation,LazyCompile,0,0x205fd2b9fbe0,372,"isSignal internal/process.js:194:20",0x2111ea7abbc0,~
ToBooleanIC,0x205fd2b9fc96,195,19,0x205fd2a0ae21,None,Boolean,
code-creation,Function,0,0x205fd2b9fd60,460,"lazyConstants internal/process.js:5:23",0x2bfd2eb7d2b8,~
code-creation,LazyCompile,0,0x205fd2b9fd60,460,"lazyConstants internal/process.js:5:23",0x2bfd2eb7d2b8,~
ToBooleanIC,0x205fd2b9fdec,6,8,0x205fd2b9f341,None,Null,
LoadGlobalIC,0x205fd2b9fe0f,7,22,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2b9fe31,7,29,0,.,0x2708df412c11,binding,,
LoadIC,0x205fd2b9fe81,7,50,0,.,0x2708df41f161,os,,
LoadIC,0x205fd2b9fea1,7,53,0,.,0x2708df41f001,signals,,
KeyedLoadIC,0x205fd2b9fce5,195,56,0,.,0x2708df41bbc1,removeListener,,
ToBooleanIC,0x205fd2b9f794,200,9,0x205fd2a0ae21,None,Boolean,
ToBooleanIC,0x205fd2b9f2c9,226,7,0x205fd2a0ae21,None,Boolean,
LoadIC,0x205fd2b9b6e2,253,22,0,.,0x2708df412c11,_events,,
KeyedLoadIC,0x205fd2b9b704,255,22,1,N,0x2708df426bc1,removeListener,,
KeyedStoreIC,0x205fd2b9b73a,260,29,1,N,0x2708df426bc1,removeListener,,
LoadGlobalIC,0x205fd2b85cdd,47,9,0,1,0x2708df40ab81,global,,
LoadIC,0x205fd2b85cfd,47,15,0,.,0x2708df40ace1,__coverage__,,
ToBooleanIC,0x205fd2b85d06,47,15,0x205fd2a565e1,None,Undefined,
LoadIC,0x205fd2b85dd1,52,16,0,.,0x2708df412c11,argv,,
KeyedLoadIC,0x205fd2b85df3,52,21,0,1,0x2708df404099,1,,
code-creation,Stub,17,0x205fd2b9ff40,407,"CompareICStub"
CompareIC,0x205fd2b85e08,52,25,0x205fd2b9ff41,EQ_STRICT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,STRING,INTERNALIZED_STRING,STRING
LoadIC,0x205fd2b85e43,53,15,0,.,0x2708df425149,setupChannel,,
code-creation,Function,0,0x205fd2ba00e0,1092,"setupChannel internal/process.js:230:22",0x2bfd2eb7d868,~
code-creation,LazyCompile,0,0x205fd2ba00e0,1092,"setupChannel internal/process.js:230:22",0x2bfd2eb7d868,~
LoadGlobalIC,0x205fd2ba017f,233,7,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2ba019f,233,14,0,.,0x2708df412c11,env,,
LoadIC,0x205fd2ba01bf,233,18,0,.,0x2708df40d6d1,NODE_CHANNEL_FD,,
ToBooleanIC,0x205fd2ba01c8,233,18,0x205fd2a565e1,None,Undefined,
LoadIC,0x205fd2b85e88,55,13,0,.,0x2708df425149,setupRawDebug,,
code-creation,Function,0,0x205fd2ba0540,596,"setupRawDebug internal/process.js:253:23",0x2bfd2eb7d938,~
code-creation,LazyCompile,0,0x205fd2ba0540,596,"setupRawDebug internal/process.js:253:23",0x2bfd2eb7d938,~
LoadIC,0x205fd2ba0630,254,33,0,.,0x2708df422911,format,,
LoadGlobalIC,0x205fd2ba0686,255,20,0,1,0x2708df40ab81,process,,
LoadIC,0x205fd2ba06a6,255,27,0,.,0x2708df412c11,_rawDebug,,
StoreIC,0x205fd2ba074f,256,21,0,.,0x2708df412c11,_rawDebug,,
LoadIC,0x205fd2b85ed4,59,17,0,.,0x2708df4122c9,require,,
KeyedLoadIC,0x205fd2b87c22,512,31,N,N,0x2708df426b69,internal/url,,
KeyedStoreIC,0x205fd2b88285,572,34,N,N,0x2708df426b69,internal/url,,
code-creation,Function,19,0x2111ea7b4178,2376," internal/url.js:1:11",0x2111ea7af700,~
code-creation,Function,0,0x205fd2ba07a0,260," internal/url.js:1:1",0x2111ea7af0c8,~
code-creation,Script,0,0x205fd2ba07a0,260,"internal/url.js",0x2111ea7af0c8,~
KeyedLoadIC,0x205fd2b87c22,512,31,N,N,0x2708df426c71,internal/querystring,,
KeyedStoreIC,0x205fd2b88285,572,34,N,N,0x2708df426c71,internal/querystring,,
code-creation,Function,0,0x205fd2ba08c0,1048," internal/querystring.js:1:11",0x2111ea7b6420,~
code-creation,Function,0,0x205fd2ba0ce0,260," internal/querystring.js:1:1",0x2111ea7b6298,~
code-creation,Script,0,0x205fd2ba0ce0,260,"internal/querystring.js",0x2111ea7b6298,~
LoadGlobalIC,0x205fd2ba0970,3,22,0,1,0x2708df40ab81,Array,,
CompareIC,0x205fd2ba0bae,4,19,0x205fd2a2c561,LT,UNINITIALIZED,UNINITIALIZED,UNINITIALIZED,SMI,SMI,SMI
PatchIC,0x205fd2ba0baa,0x205fd2ba0bae,21,
