v8-version,5,8,283,41,0
code-creation,Builtin,5,0x205fd2a62120,134,"ObjectDefineGetter"
code-creation,Builtin,5,0x205fd2a621c0,134,"ObjectDefineSetter"
code-creation,Builtin,5,0x205fd2a62260,1659,"ObjectHasOwnProperty"
code-creation,Builtin,5,0x205fd2a628e0,134,"ObjectLookupGetter"
code-creation,Builtin,5,0x205fd2a62980,134,"ObjectLookupSetter"
code-creation,Builtin,5,0x205fd2a62a20,134,"ObjectPrototypePropertyIsEnumerable"
code-creation,Builtin,5,0x205fd2a62ac0,134,"ObjectPrototypeGetProto"
code-creation,Builtin,5,0x205fd2a62b60,134,"ObjectPrototypeSetProto"
code-creation,Builtin,5,0x205fd2a62c00,134,"FunctionConstructor"
code-creation,Builtin,5,0x205fd2a62ca0,208,"FunctionPrototypeApply"
code-creation,Builtin,5,0x205fd2a62d80,404,"Apply"
code-creation,Builtin,5,0x205fd2a62f20,920,"FastFunctionPrototypeBind"
code-creation,Builtin,5,0x205fd2a632c0,134,"FunctionPrototypeBind"
code-creation,Builtin,5,0x205fd2a63360,143,"FunctionPrototypeCall"
code-creation,Builtin,5,0x205fd2a63400,134,"FunctionPrototypeToString"
code-creation,Builtin,5,0x205fd2a634a0,475,"FunctionPrototypeHasInstance"
code-creation,Builtin,5,0x205fd2a63680,143,"AsyncIteratorValueUnwrap"
code-creation,Builtin,5,0x205fd2a63720,116,"ArrayCode"
code-creation,Builtin,5,0x205fd2a637a0,203,"ArrayIsArray"
code-creation,Builtin,5,0x205fd2a63880,3160,"ArrayIteratorPrototypeNext"
code-creation,Builtin,5,0x205fd2a644e0,666,"ToLength"
code-creation,Builtin,5,0x205fd2a64780,143,"NumberConstructor"
code-creation,Builtin,5,0x205fd2a64820,373,"ToNumber"
code-creation,Builtin,5,0x205fd2a649a0,290,"NumberConstructor_ConstructStub"
code-creation,Builtin,5,0x205fd2a64ae0,134,"NumberPrototypeToExponential"
code-creation,Builtin,5,0x205fd2a64b80,134,"NumberPrototypeToFixed"
code-creation,Builtin,5,0x205fd2a64c20,134,"NumberPrototypeToPrecision"
code-creation,Builtin,5,0x205fd2a64cc0,134,"NumberPrototypeToString"
code-creation,Builtin,5,0x205fd2a64d60,215,"NumberPrototypeValueOf"
code-creation,Builtin,5,0x205fd2a64e40,180,"NumberIsFinite"
code-creation,Builtin,5,0x205fd2a64f00,448,"NumberIsInteger"
code-creation,Builtin,5,0x205fd2a650c0,172,"NumberIsNaN"
code-creation,Builtin,5,0x205fd2a65180,492,"NumberIsSafeInteger"
code-creation,Builtin,5,0x205fd2a65380,282,"NumberParseFloat"
code-creation,Builtin,5,0x205fd2a654a0,470,"ToString"
code-creation,Builtin,5,0x205fd2a65680,439,"NumberParseInt"
code-creation,Builtin,5,0x205fd2a65840,134,"BooleanConstructor"
code-creation,Builtin,5,0x205fd2a658e0,134,"BooleanConstructor_ConstructStub"
code-creation,Builtin,5,0x205fd2a65980,215,"BooleanPrototypeToString"
code-creation,Builtin,5,0x205fd2a65a60,211,"BooleanPrototypeValueOf"
code-creation,Builtin,5,0x205fd2a65b40,201,"StringConstructor"
code-creation,Builtin,5,0x205fd2a65c20,288,"StringConstructor_ConstructStub"
code-creation,Builtin,5,0x205fd2a65d40,1860,"StringFromCharCode"
code-creation,Builtin,5,0x205fd2a664a0,134,"StringFromCodePoint"
code-creation,Builtin,5,0x205fd2a66540,1503,"StringPrototypeCharAt"
code-creation,Builtin,5,0x205fd2a66b20,1121,"StringPrototypeCharCodeAt"
code-creation,Builtin,5,0x205fd2a66fa0,134,"StringPrototypeEndsWith"
code-creation,Builtin,5,0x205fd2a67040,134,"StringPrototypeIncludes"
code-creation,Builtin,5,0x205fd2a670e0,840,"StringPrototypeIndexOf"
code-creation,Builtin,5,0x205fd2a67440,134,"StringPrototypeLastIndexOf"
code-creation,Builtin,5,0x205fd2a674e0,1332,"StringPrototypeReplace"
code-creation,Builtin,5,0x205fd2a67a20,19112,"RegExpReplace"
code-creation,Builtin,5,0x205fd2a6c4e0,515,"StringIndexOf"
code-creation,Builtin,5,0x205fd2a6c700,2357,"StringPrototypeSplit"
code-creation,Builtin,5,0x205fd2a6d040,15103,"RegExpSplit"
code-creation,Builtin,5,0x205fd2a70b40,4516,"StringPrototypeSubstr"
code-creation,Builtin,5,0x205fd2a71d00,4528,"StringPrototypeSubstring"
code-creation,Builtin,5,0x205fd2a72ec0,134,"StringPrototypeStartsWith"
code-creation,Builtin,5,0x205fd2a72f60,211,"StringPrototypeToString"
code-creation,Builtin,5,0x205fd2a73040,134,"StringPrototypeTrim"
code-creation,Builtin,5,0x205fd2a730e0,134,"StringPrototypeTrimLeft"
code-creation,Builtin,5,0x205fd2a73180,134,"StringPrototypeTrimRight"
code-creation,Builtin,5,0x205fd2a73220,134,"StringPrototypeToLocaleLowerCase"
code-creation,Builtin,5,0x205fd2a732c0,134,"StringPrototypeToLocaleUpperCase"
code-creation,Builtin,5,0x205fd2a73360,134,"StringPrototypeToLowerCase"
code-creation,Builtin,5,0x205fd2a73400,134,"StringPrototypeToUpperCase"
code-creation,Builtin,5,0x205fd2a734a0,211,"StringPrototypeValueOf"
code-creation,Builtin,5,0x205fd2a73580,428,"StringPrototypeIterator"
code-creation,Builtin,5,0x205fd2a73740,1820,"StringIteratorPrototypeNext"
code-creation,Builtin,5,0x205fd2a73e60,134,"SymbolConstructor"
code-creation,Builtin,5,0x205fd2a73f00,134,"SymbolConstructor_ConstructStub"
code-creation,Builtin,5,0x205fd2a73fa0,134,"SymbolFor"
code-creation,Builtin,5,0x205fd2a74040,134,"SymbolKeyFor"
code-creation,Builtin,5,0x205fd2a740e0,242,"SymbolPrototypeToString"
code-creation,Builtin,5,0x205fd2a741e0,211,"SymbolPrototypeValueOf"
code-creation,Builtin,5,0x205fd2a742c0,211,"SymbolPrototypeToPrimitive"
code-creation,Builtin,5,0x205fd2a743a0,134,"DateConstructor"
code-creation,Builtin,5,0x205fd2a74440,134,"DateConstructor_ConstructStub"
code-creation,Builtin,5,0x205fd2a744e0,134,"DateNow"
code-creation,Builtin,5,0x205fd2a74580,134,"DateParse"
code-creation,Builtin,5,0x205fd2a74620,134,"DateUTC"
code-creation,Builtin,5,0x205fd2a746c0,134,"DatePrototypeToString"
code-creation,Builtin,5,0x205fd2a74760,134,"DatePrototypeToDateString"
code-creation,Builtin,5,0x205fd2a74800,134,"DatePrototypeToTimeString"
code-creation,Builtin,5,0x205fd2a748a0,134,"DatePrototypeToISOString"
code-creation,Builtin,5,0x205fd2a74940,134,"DatePrototypeToUTCString"
code-creation,Builtin,5,0x205fd2a749e0,247,"DatePrototypeGetDate"
code-creation,Builtin,5,0x205fd2a74ae0,134,"DatePrototypeSetDate"
code-creation,Builtin,5,0x205fd2a74b80,247,"DatePrototypeGetDay"
code-creation,Builtin,5,0x205fd2a74c80,247,"DatePrototypeGetFullYear"
code-creation,Builtin,5,0x205fd2a74d80,134,"DatePrototypeSetFullYear"
code-creation,Builtin,5,0x205fd2a74e20,247,"DatePrototypeGetHours"
code-creation,Builtin,5,0x205fd2a74f20,134,"DatePrototypeSetHours"
code-creation,Builtin,5,0x205fd2a74fc0,219,"DatePrototypeGetMilliseconds"
code-creation,Builtin,5,0x205fd2a750a0,134,"DatePrototypeSetMilliseconds"
code-creation,Builtin,5,0x205fd2a75140,247,"DatePrototypeGetMinutes"
code-creation,Builtin,5,0x205fd2a75240,134,"DatePrototypeSetMinutes"
code-creation,Builtin,5,0x205fd2a752e0,247,"DatePrototypeGetMonth"
code-creation,Builtin,5,0x205fd2a753e0,134,"DatePrototypeSetMonth"
code-creation,Builtin,5,0x205fd2a75480,247,"DatePrototypeGetSeconds"
code-creation,Builtin,5,0x205fd2a75580,134,"DatePrototypeSetSeconds"
code-creation,Builtin,5,0x205fd2a75620,179,"DatePrototypeGetTime"
code-creation,Builtin,5,0x205fd2a756e0,134,"DatePrototypeSetTime"
code-creation,Builtin,5,0x205fd2a75780,219,"DatePrototypeGetTimezoneOffset"
code-creation,Builtin,5,0x205fd2a75860,219,"DatePrototypeGetUTCDate"
code-creation,Builtin,5,0x205fd2a75940,134,"DatePrototypeSetUTCDate"
code-creation,Builtin,5,0x205fd2a759e0,219,"DatePrototypeGetUTCDay"
code-creation,Builtin,5,0x205fd2a75ac0,219,"DatePrototypeGetUTCFullYear"
code-creation,Builtin,5,0x205fd2a75ba0,134,"DatePrototypeSetUTCFullYear"
code-creation,Builtin,5,0x205fd2a75c40,219,"DatePrototypeGetUTCHours"
code-creation,Builtin,5,0x205fd2a75d20,134,"DatePrototypeSetUTCHours"
code-creation,Builtin,5,0x205fd2a75dc0,219,"DatePrototypeGetUTCMilliseconds"
code-creation,Builtin,5,0x205fd2a75ea0,134,"DatePrototypeSetUTCMilliseconds"
code-creation,Builtin,5,0x205fd2a75f40,219,"DatePrototypeGetUTCMinutes"
code-creation,Builtin,5,0x205fd2a76020,134,"DatePrototypeSetUTCMinutes"
code-creation,Builtin,5,0x205fd2a760c0,219,"DatePrototypeGetUTCMonth"
code-creation,Builtin,5,0x205fd2a761a0,134,"DatePrototypeSetUTCMonth"
code-creation,Builtin,5,0x205fd2a76240,219,"DatePrototypeGetUTCSeconds"
code-creation,Builtin,5,0x205fd2a76320,134,"DatePrototypeSetUTCSeconds"
code-creation,Builtin,5,0x205fd2a763c0,179,"DatePrototypeValueOf"
code-creation,Builtin,5,0x205fd2a76480,134,"DatePrototypeGetYear"
code-creation,Builtin,5,0x205fd2a76520,134,"DatePrototypeSetYear"
code-creation,Builtin,5,0x205fd2a765c0,134,"DatePrototypeToJson"
code-creation,Builtin,5,0x205fd2a76660,481,"DatePrototypeToPrimitive"
code-creation,Builtin,5,0x205fd2a76860,364,"OrdinaryToPrimitive_String"
code-creation,Builtin,5,0x205fd2a769e0,323,"PromiseGetCapabilitiesExecutor"
code-creation,Builtin,5,0x205fd2a76b40,250,"JSBuiltinsConstructStub"
code-creation,Builtin,5,0x205fd2a76c40,2544,"NewPromiseCapability"
code-creation,Builtin,5,0x205fd2a77640,2640,"PromiseConstructor"
code-creation,Builtin,5,0x205fd2a780a0,8516,"PromiseThen"
code-creation,Builtin,5,0x205fd2a7a200,8644,"PromiseCatch"
code-creation,Builtin,5,0x205fd2a7c3e0,8176,"PromiseResolve"
code-creation,Builtin,5,0x205fd2a7e3e0,2928,"PromiseReject"
code-creation,Builtin,5,0x205fd2a84000,534,"PromiseInternalConstructor"
code-creation,Builtin,5,0x205fd2a84220,164,"IsPromise"
code-creation,Builtin,5,0x205fd2a842e0,4456,"ResolvePromise"
code-creation,Builtin,5,0x205fd2a85460,4920,"PromiseHandle"
code-creation,Builtin,5,0x205fd2a867a0,812,"PromiseHandleReject"
code-creation,Builtin,5,0x205fd2a86ae0,824,"InternalPromiseReject"
code-creation,Builtin,5,0x205fd2a86e20,4508,"PromiseResolveClosure"
code-creation,Builtin,5,0x205fd2a87fc0,880,"PromiseRejectClosure"
code-creation,Builtin,5,0x205fd2a88340,2740,"RegExpConstructor"
code-creation,Builtin,5,0x205fd2a88e00,16364,"RegExpPrototypeExec"
code-creation,Builtin,5,0x205fd2a8ce00,1917,"RegExpPrototypeFlagsGetter"
code-creation,Builtin,5,0x205fd2a8d580,310,"RegExpPrototypeGlobalGetter"
code-creation,Builtin,5,0x205fd2a8d6c0,310,"RegExpPrototypeIgnoreCaseGetter"
code-creation,Builtin,5,0x205fd2a8d800,310,"RegExpPrototypeMultilineGetter"
code-creation,Builtin,5,0x205fd2a8d940,351,"RegExpPrototypeSourceGetter"
code-creation,Builtin,5,0x205fd2a8daa0,310,"RegExpPrototypeStickyGetter"
code-creation,Builtin,5,0x205fd2a8dbe0,310,"RegExpPrototypeUnicodeGetter"
code-creation,Builtin,5,0x205fd2a8dd20,1580,"RegExpPrototypeCompile"
code-creation,Builtin,5,0x205fd2a8e360,134,"RegExpPrototypeToString"
code-creation,Builtin,5,0x205fd2a8e400,17148,"RegExpPrototypeTest"
code-creation,Builtin,5,0x205fd2a92700,50528,"RegExpPrototypeMatch"
code-creation,Builtin,5,0x205fd2a9ec60,403,"RegExpPrototypeReplace"
code-creation,Builtin,5,0x205fd2a9ee00,18961,"RegExpPrototypeSearch"
code-creation,Builtin,5,0x205fd2aa3820,690,"RegExpPrototypeSplit"
code-creation,Builtin,5,0x205fd2aa3ae0,134,"RegExpInputGetter"
code-creation,Builtin,5,0x205fd2aa3b80,134,"RegExpInputSetter"
code-creation,Builtin,5,0x205fd2aa3c20,134,"RegExpLastMatchGetter"
code-creation,Builtin,5,0x205fd2aa3cc0,134,"RegExpLastParenGetter"
code-creation,Builtin,5,0x205fd2aa3d60,134,"RegExpLeftContextGetter"
code-creation,Builtin,5,0x205fd2aa3e00,134,"RegExpRightContextGetter"
code-creation,Builtin,5,0x205fd2aa3ea0,134,"RegExpCapture1Getter"
code-creation,Builtin,5,0x205fd2aa3f40,134,"RegExpCapture2Getter"
code-creation,Builtin,5,0x205fd2aa3fe0,134,"RegExpCapture3Getter"
code-creation,Builtin,5,0x205fd2aa4080,134,"RegExpCapture4Getter"
code-creation,Builtin,5,0x205fd2aa4120,134,"RegExpCapture5Getter"
code-creation,Builtin,5,0x205fd2aa41c0,134,"RegExpCapture6Getter"
code-creation,Builtin,5,0x205fd2aa4260,134,"RegExpCapture7Getter"
code-creation,Builtin,5,0x205fd2aa4300,134,"RegExpCapture8Getter"
code-creation,Builtin,5,0x205fd2aa43a0,134,"RegExpCapture9Getter"
code-creation,Builtin,5,0x205fd2aa4440,7604,"RegExpInternalMatch"
code-creation,Builtin,5,0x205fd2aa6200,134,"ErrorConstructor"
code-creation,Builtin,5,0x205fd2aa62a0,134,"ErrorCaptureStackTrace"
code-creation,Builtin,5,0x205fd2aa6340,134,"ErrorPrototypeToString"
code-creation,Builtin,5,0x205fd2aa63e0,134,"MakeError"
code-creation,Builtin,5,0x205fd2aa6480,134,"MakeRangeError"
code-creation,Builtin,5,0x205fd2aa6520,134,"MakeSyntaxError"
code-creation,Builtin,5,0x205fd2aa65c0,134,"MakeTypeError"
code-creation,Builtin,5,0x205fd2aa6660,134,"MakeURIError"
code-creation,Builtin,5,0x205fd2aa6700,134,"JsonParse"
code-creation,Builtin,5,0x205fd2aa67a0,134,"JsonStringify"
code-creation,Builtin,5,0x205fd2aa6840,342,"MathAbs"
code-creation,Builtin,5,0x205fd2aa69a0,334,"MathAcos"
code-creation,Builtin,5,0x205fd2aa6b00,334,"MathAcosh"
code-creation,Builtin,5,0x205fd2aa6c60,334,"MathAsin"
code-creation,Builtin,5,0x205fd2aa6dc0,334,"MathAsinh"
code-creation,Builtin,5,0x205fd2aa6f20,334,"MathAtan"
code-creation,Builtin,5,0x205fd2aa7080,334,"MathAtanh"
code-creation,Builtin,5,0x205fd2aa71e0,421,"MathAtan2"
code-creation,Builtin,5,0x205fd2aa73a0,590,"MathCeil"
code-creation,Builtin,5,0x205fd2aa7600,334,"MathCbrt"
code-creation,Builtin,5,0x205fd2aa7760,334,"MathExpm1"
code-creation,Builtin,5,0x205fd2aa78c0,243,"MathClz32"
code-creation,Builtin,5,0x205fd2aa79c0,334,"MathCos"
code-creation,Builtin,5,0x205fd2aa7b20,334,"MathCosh"
code-creation,Builtin,5,0x205fd2aa7c80,334,"MathExp"
code-creation,Builtin,5,0x205fd2aa7de0,590,"MathFloor"
code-creation,Builtin,5,0x205fd2aa8040,310,"MathFround"
code-creation,Builtin,5,0x205fd2aa8180,134,"MathHypot"
code-creation,Builtin,5,0x205fd2aa8220,370,"MathImul"
code-creation,Builtin,5,0x205fd2aa83a0,334,"MathLog"
code-creation,Builtin,5,0x205fd2aa8500,334,"MathLog1p"
code-creation,Builtin,5,0x205fd2aa8660,334,"MathLog2"
code-creation,Builtin,5,0x205fd2aa87c0,334,"MathLog10"
code-creation,Builtin,5,0x205fd2aa8920,304,"MathMax"
code-creation,Builtin,5,0x205fd2aa8a60,304,"MathMin"
code-creation,Builtin,5,0x205fd2aa8ba0,469,"MathPow"
code-creation,Builtin,5,0x205fd2aa8d80,382,"MathRandom"
code-creation,Builtin,5,0x205fd2aa8f00,674,"MathRound"
code-creation,Builtin,5,0x205fd2aa91c0,422,"MathSign"
code-creation,Builtin,5,0x205fd2aa9380,334,"MathSin"
code-creation,Builtin,5,0x205fd2aa94e0,334,"MathSinh"
code-creation,Builtin,5,0x205fd2aa9640,306,"MathSqrt"
code-creation,Builtin,5,0x205fd2aa9780,334,"MathTan"
code-creation,Builtin,5,0x205fd2aa98e0,334,"MathTanh"
code-creation,Builtin,5,0x205fd2aa9a40,590,"MathTrunc"
code-creation,Builtin,5,0x205fd2aa9ca0,134,"ArrayBufferConstructor"
code-creation,Builtin,5,0x205fd2aa9d40,134,"ArrayBufferConstructor_ConstructStub"
code-creation,Builtin,5,0x205fd2aa9de0,134,"ArrayBufferIsView"
code-creation,Builtin,5,0x205fd2aa9e80,134,"ArrayBufferPrototypeGetByteLength"
code-creation,Builtin,5,0x205fd2aa9f20,134,"TypedArrayPrototypeBuffer"
code-creation,Builtin,5,0x205fd2aa9fc0,215,"TypedArrayPrototypeByteLength"
code-creation,Builtin,5,0x205fd2aaa0a0,215,"TypedArrayPrototypeByteOffset"
code-creation,Builtin,5,0x205fd2aaa180,215,"TypedArrayPrototypeLength"
code-creation,Builtin,5,0x205fd2aaa260,686,"TypedArrayPrototypeEntries"
code-creation,Builtin,5,0x205fd2aaa520,542,"TypedArrayPrototypeKeys"
code-creation,Builtin,5,0x205fd2aaa740,686,"TypedArrayPrototypeValues"
code-creation,Builtin,5,0x205fd2aaaa00,134,"TypedArrayPrototypeCopyWithin"
code-creation,Builtin,5,0x205fd2aaaaa0,134,"DataViewConstructor"
code-creation,Builtin,5,0x205fd2aaab40,134,"DataViewConstructor_ConstructStub"
code-creation,Builtin,5,0x205fd2aaabe0,134,"DataViewPrototypeGetBuffer"
code-creation,Builtin,5,0x205fd2aaac80,134,"DataViewPrototypeGetByteLength"
code-creation,Builtin,5,0x205fd2aaad20,134,"DataViewPrototypeGetByteOffset"
code-creation,Builtin,5,0x205fd2aaadc0,134,"DataViewPrototypeGetInt8"
code-creation,Builtin,5,0x205fd2aaae60,134,"DataViewPrototypeSetInt8"
code-creation,Builtin,5,0x205fd2aaaf00,134,"DataViewPrototypeGetUint8"
code-creation,Builtin,5,0x205fd2aaafa0,134,"DataViewPrototypeSetUint8"
code-creation,Builtin,5,0x205fd2aab040,134,"DataViewPrototypeGetInt16"
code-creation,Builtin,5,0x205fd2aab0e0,134,"DataViewPrototypeSetInt16"
code-creation,Builtin,5,0x205fd2aab180,134,"DataViewPrototypeGetUint16"
code-creation,Builtin,5,0x205fd2aab220,134,"DataViewPrototypeSetUint16"
code-creation,Builtin,5,0x205fd2aab2c0,134,"DataViewPrototypeGetInt32"
code-creation,Builtin,5,0x205fd2aab360,134,"DataViewPrototypeSetInt32"
code-creation,Builtin,5,0x205fd2aab400,134,"DataViewPrototypeGetUint32"
code-creation,Builtin,5,0x205fd2aab4a0,134,"DataViewPrototypeSetUint32"
code-creation,Builtin,5,0x205fd2aab540,134,"DataViewPrototypeGetFloat32"
code-creation,Builtin,5,0x205fd2aab5e0,134,"DataViewPrototypeSetFloat32"
code-creation,Builtin,5,0x205fd2aab680,134,"DataViewPrototypeGetFloat64"
code-creation,Builtin,5,0x205fd2aab720,134,"DataViewPrototypeSetFloat64"
code-creation,Builtin,5,0x205fd2aab7c0,134,"ProxyConstructor"
code-creation,Builtin,5,0x205fd2aab860,134,"ProxyConstructor_ConstructStub"
code-creation,Builtin,5,0x205fd2aab900,134,"ReflectDefineProperty"
code-creation,Builtin,5,0x205fd2aab9a0,134,"ReflectDeleteProperty"
code-creation,Builtin,5,0x205fd2aaba40,195,"ReflectApply"
code-creation,Builtin,5,0x205fd2aabb20,237,"ReflectConstruct"
code-creation,Builtin,5,0x205fd2aabc20,134,"ReflectGet"
code-creation,Builtin,5,0x205fd2aabcc0,134,"ReflectGetOwnPropertyDescriptor"
code-creation,Builtin,5,0x205fd2aabd60,134,"ReflectGetPrototypeOf"
code-creation,Builtin,5,0x205fd2aabe00,134,"ReflectHas"
code-creation,Builtin,5,0x205fd2aabea0,134,"ReflectIsExtensible"
code-creation,Builtin,5,0x205fd2aabf40,134,"ReflectOwnKeys"
code-creation,Builtin,5,0x205fd2aabfe0,134,"ReflectPreventExtensions"
code-creation,Builtin,5,0x205fd2aac080,134,"ReflectSet"
code-creation,Builtin,5,0x205fd2aac120,134,"ReflectSetPrototypeOf"
code-creation,Builtin,5,0x205fd2aac1c0,134,"RestrictedStrictArgumentsPropertiesThrower"
code-creation,Builtin,5,0x205fd2aac260,134,"HandleApiCallAsFunction"
code-creation,Builtin,5,0x205fd2aac300,134,"HandleApiCallAsConstructor"
code-creation,Builtin,5,0x205fd2aac3a0,112,"InternalArrayCode"
code-creation,Builtin,5,0x205fd2aac420,880,"ObjectProtoToString"
code-creation,Builtin,5,0x205fd2aac7a0,134,"GeneratorFunctionConstructor"
code-creation,Builtin,5,0x205fd2aac840,134,"UnsupportedThrower"
code-creation,Builtin,5,0x205fd2aac8e0,134,"AsyncFunctionConstructor"
code-creation,Builtin,5,0x205fd2aac980,11412,"AsyncFunctionAwaitCaught"
code-creation,Builtin,5,0x205fd2aaf620,11380,"AsyncFunctionAwaitUncaught"
code-creation,Builtin,5,0x205fd2ab22a0,159,"AsyncFunctionAwaitRejectClosure"
code-creation,Builtin,5,0x205fd2ab2340,151,"AsyncFunctionAwaitResolveClosure"
code-creation,Builtin,5,0x205fd2ab23e0,597,"AsyncFunctionPromiseCreate"
code-creation,Builtin,5,0x205fd2ab2640,179,"AsyncFunctionPromiseRelease"
code-creation,Builtin,5,0x205fd2ab2700,134,"CallSitePrototypeGetColumnNumber"
code-creation,Builtin,5,0x205fd2ab27a0,134,"CallSitePrototypeGetEvalOrigin"
code-creation,Builtin,5,0x205fd2ab2840,134,"CallSitePrototypeGetFileName"
code-creation,Builtin,5,0x205fd2ab28e0,134,"CallSitePrototypeGetFunction"
code-creation,Builtin,5,0x205fd2ab2980,134,"CallSitePrototypeGetFunctionName"
code-creation,Builtin,5,0x205fd2ab2a20,134,"CallSitePrototypeGetLineNumber"
code-creation,Builtin,5,0x205fd2ab2ac0,134,"CallSitePrototypeGetMethodName"
code-creation,Builtin,5,0x205fd2ab2b60,134,"CallSitePrototypeGetPosition"
code-creation,Builtin,5,0x205fd2ab2c00,134,"CallSitePrototypeGetScriptNameOrSourceURL"
code-creation,Builtin,5,0x205fd2ab2ca0,134,"CallSitePrototypeGetThis"
code-creation,Builtin,5,0x205fd2ab2d40,134,"CallSitePrototypeGetTypeName"
code-creation,Builtin,5,0x205fd2ab2de0,134,"CallSitePrototypeIsConstructor"
code-creation,Builtin,5,0x205fd2ab2e80,134,"CallSitePrototypeIsEval"
code-creation,Builtin,5,0x205fd2ab2f20,134,"CallSitePrototypeIsNative"
code-creation,Builtin,5,0x205fd2ab2fc0,134,"CallSitePrototypeIsToplevel"
code-creation,Builtin,5,0x205fd2ab3060,134,"CallSitePrototypeToString"
code-creation,Builtin,5,0x205fd2ab3100,134,"ArrayPop"
code-creation,Builtin,5,0x205fd2ab31a0,2672,"FastArrayPush"
code-creation,Builtin,5,0x205fd2ab3c20,134,"ArrayPush"
code-creation,Builtin,5,0x205fd2ab3cc0,134,"ArrayShift"
code-creation,Builtin,5,0x205fd2ab3d60,134,"ArrayUnshift"
code-creation,Builtin,5,0x205fd2ab3e00,134,"ArraySlice"
code-creation,Builtin,5,0x205fd2ab3ea0,134,"ArraySplice"
code-creation,Builtin,5,0x205fd2ab3f40,1406,"ArrayIncludes"
code-creation,Builtin,5,0x205fd2ab44c0,1206,"ArrayIndexOf"
code-creation,Builtin,5,0x205fd2ab4980,502,"ArrayPrototypeKeys"
code-creation,Builtin,5,0x205fd2ab4b80,650,"ArrayPrototypeValues"
code-creation,Builtin,5,0x205fd2ab4e20,650,"ArrayPrototypeEntries"
code-creation,Builtin,5,0x205fd2ab50c0,134,"GlobalDecodeURI"
code-creation,Builtin,5,0x205fd2ab5160,134,"GlobalDecodeURIComponent"
code-creation,Builtin,5,0x205fd2ab5200,134,"GlobalEncodeURI"
code-creation,Builtin,5,0x205fd2ab52a0,134,"GlobalEncodeURIComponent"
code-creation,Builtin,5,0x205fd2ab5340,134,"GlobalEscape"
code-creation,Builtin,5,0x205fd2ab53e0,134,"GlobalUnescape"
code-creation,Builtin,5,0x205fd2ab5480,134,"GlobalEval"
code-creation,Builtin,5,0x205fd2ab5520,211,"GlobalIsFinite"
code-creation,Builtin,5,0x205fd2ab5600,203,"GlobalIsNaN"
code-creation,Builtin,5,0x205fd2ab56e0,134,"ArrayConcat"
code-creation,Builtin,5,0x205fd2ab5780,197,"MakeQuadragenarianCodeYoungAgain"
code-creation,Builtin,5,0x205fd2ab5860,197,"MakeQuinquagenarianCodeYoungAgain"
code-creation,Builtin,5,0x205fd2ab5940,197,"MakeSexagenarianCodeYoungAgain"
code-creation,Builtin,5,0x205fd2ab5a20,197,"MakeSeptuagenarianCodeYoungAgain"
code-creation,Builtin,5,0x205fd2ab5b00,197,"MakeOctogenarianCodeYoungAgain"
code-creation,Builtin,5,0x205fd2ab5be0,1859,"HasProperty"
code-creation,Builtin,5,0x205fd2ab6340,292,"CallFunction_ReceiverIsNullOrUndefined"
code-creation,Builtin,5,0x205fd2ab6480,400,"TailCallFunction_ReceiverIsNullOrUndefined"
code-creation,Builtin,5,0x205fd2ab6620,467,"TailCallFunction_ReceiverIsNotNullOrUndefined"
code-creation,Builtin,5,0x205fd2ab6800,492,"TailCallFunction_ReceiverIsAny"
code-creation,Builtin,5,0x205fd2ab6a00,357,"TailCallBoundFunction"
